Species	Comparison	D.obs	eq.P	eq.mean.sim	eq.se.sim	si12.P	si12.mean.sim	si12.se.sim	si21.P	si21.mean.sim	si21.se.sim	an_breadth	Br_breadth	Wi_breadth	Niche_expansion	Niche_stability	Niche_unfilling	migration	clade
Amaurospiza_concolor	real	0.192525940241652	1	0.554623911355158	NA	1	0.310532576497549	NA	0.5	0.0192107272187663	NA	13.9922041253683	7.09278990657021	6.89941421879813	0.0850837712414754	0.914916228758525	0.321047328829795	res	Cardinalidae
Amaurospiza_moesta	real	0.271069270190818	1	0.705390658290561	NA	1	0.480645813332935	NA	0.5	0.10904498776781	NA	12.5651186901614	6.46675213090246	6.09836655925898	0.220073517207189	0.779926482792811	0.533361451809327	res	Cardinalidae
Cardinalis_cardinalis	real	0.393584338098254	0.5	0.350056668132637	NA	0.5	0.164041659492568	NA	0.5	0.0116706188117379	NA	14.5804539764241	7.3647887594643	7.21566521695976	0.1946045753055	0.8053954246945	0.249757446700141	res	Cardinalidae
Cardinalis_phoeniceus	real	0.177325976486729	1	0.432081933907618	NA	0.5	0.0696857131200463	NA	0.5	0	NA	11.2217466752237	5.95437705043883	5.26736962478486	0.372871177502077	0.627128822497923	0.607821877996833	res	Cardinalidae
Cardinalis_sinuatus	real	0.00389863855550299	1	0.140761147005142	NA	0.5	1.11022302462516e-16	NA	1	0.0433293145461672	NA	13.8408933880982	7.30459231701878	6.53630107107941	0.94207696994239	0.0579230300576095	0.973824153939203	res	Cardinalidae
Caryothraustes_canadensis	real	0.569291465081687	0.5	0.37250137842893	NA	0.5	0.290460180730667	NA	0.5	0.0435416476838153	NA	14.1474415023687	7.11442628522518	7.03301521714351	0.0473301158834362	0.952669884116564	0.168773162716687	res	Cardinalidae
Caryothraustes_poliogaster	real	0.42520209109833	0.5	0.260198904277469	NA	0.5	0	NA	0.5	0.245861323977279	NA	13.3008544458541	6.64451839036445	6.65633605548968	0.361802326949337	0.638197673050663	0.343744653258671	res	Cardinalidae
Chlorothraupis_carmioli	real	0.123799103413203	1	0.274714060436253	NA	1	0.266342684277903	NA	0.5	0.0728002543857765	NA	13.1878890458272	6.64411021118242	6.54377883464483	0.757089416451269	0.242910583548731	0.79504472199239	res	Cardinalidae
Chlorothraupis_stolzmanni	real	0.437237700413235	1	0.457481989147484	NA	0.5	0.0162907089137027	NA	0.5	0.343228667871602	NA	13.5681995147141	6.55272304824273	7.01547646647139	0.486786215320983	0.513213784679017	0.112802855585235	res	Cardinalidae
Cyanocompsa_brissonii	real	0.2252591043374	1	0.314198616368562	NA	1	0.461154201353598	NA	0.5	0.202509175367502	NA	14.1066888862905	7.02646474311142	7.08022414317903	0.512725195439838	0.487274804560162	0.340953419679948	res	Cardinalidae
Cyanocompsa_cyanoides	real	0.66483789577272	0.5	0.286560336526021	NA	0.5	0.0025157319866137	NA	0.5	0	NA	13.3465323095187	6.77631611380538	6.57021619571337	0.00649421759396337	0.993505782406037	0.11039212674735	res	Cardinalidae
Cyanocompsa_parellina	real	0.381658510538524	0.5	0.222642738277769	NA	0.5	0	NA	1	0.429261424696338	NA	13.2116949443792	6.6202038123638	6.5914911320154	0.374129492453269	0.625870507546731	0.348879407050289	res	Cardinalidae
Cyanoloxia_glaucocaerulea	real	0.194374470474889	1	0.271674998138252	NA	0.5	0.152110581074831	NA	0.5	0.0189303062560625	NA	12.7556034965088	6.42794455770066	6.32765893880812	0.575341004578063	0.424658995421937	0.607997240726004	mig	Cardinalidae
Cyanoloxia_glaucocaerulea	hypo_br	0.189928024340672	1	0.219846215356017	NA	0.5	0.179728877795504	NA	0.5	0	NA	NA	NA	NA	0.571268046119323	0.428731953880677	0.633255802193946	mig	Cardinalidae
Cyanoloxia_glaucocaerulea	hypo_wi	0.200707829685315	1	0.286250326147087	NA	0.5	0.137083876202883	NA	0.5	0.0340635333107256	NA	NA	NA	NA	0.562078626594631	0.437921373405368	0.633821527157731	mig	Cardinalidae
Granatellus_pelzelni	real	0.391791548923468	0.5	0.309341088336459	NA	0.5	0.134547573127905	NA	0.5	0.0536221233478372	NA	13.8038538319148	6.92485726814264	6.87899656377218	0.06191191133548	0.93808808866452	0.427114381501408	res	Cardinalidae
Granatellus_venustus	real	0.00611035516103475	1	0.313399331645412	NA	0.5	0	NA	1	0.171180760428355	NA	12.2316529393217	6.21024295439552	6.02140998492623	0.875520301943468	0.124479698056532	0.957525573315976	res	Cardinalidae
Habia_cristata	real	0.586128478788205	0.5	0.549252672707518	NA	0.5	0.0673919566661654	NA	0.5	0.0117874514474143	NA	13.7352229083312	6.92527839676595	6.8099445115653	0.0641378250824256	0.935862174917574	0.138627673111598	res	Cardinalidae
Habia_fuscicauda	real	0.262832924357733	1	0.640613820705883	NA	0.5	1.11022302462516e-16	NA	0.5	0.00028740405124783	NA	13.450543565119	6.66314374326348	6.78739982185554	0.355370170182334	0.644629829817666	0.204870701733138	res	Cardinalidae
Habia_gutturalis	real	0.104721786629007	1	0.424309361537543	NA	0.5	0.0480192340212787	NA	0.5	1.11022302462516e-16	NA	13.5677392014781	6.59526839258376	6.97247080889434	0.530748296419043	0.469251703580957	0.193068587608254	res	Cardinalidae
Habia_rubica	real	0.535856618775503	0.5	0.37552357645996	NA	0.5	0.0122795184330781	NA	0.5	0.054579178707988	NA	13.5506504935997	7.02980945615356	6.52084103744618	0.000629747316234411	0.999370252683766	0.109845402290239	mig	Cardinalidae
