Species	Comparison	D.obs	eq.P	eq.mean.sim	eq.se.sim	si12.P	si12.mean.sim	si12.se.sim	si21.P	si21.mean.sim	si21.se.sim	an_breadth	Niche_expansion	Niche_stability	Niche_unfilling	migration	clade
Cecropis_domicella	real	0.566211441	0.5	0.398461396	NA	0.5	0.555753644	NA	0.5	0.339256699	NA	7.642841397	0.272619191	0.727380809	0.078020962	mig	Hirundinidae
Cecropis_domicella	hypo_br	0.529709052	0.5	0.339602742	NA	0.5	0.058293772	NA	0.5	0.509928353	NA	NA	0.127216317	0.872783683	0.125562387	mig	Hirundinidae
Cecropis_domicella	hypo_wi	0.508791759	0.5	0.317918318	NA	1	0.553816681	NA	0.5	0	NA	NA	0.267628213	0.732371787	0.384500438	mig	Hirundinidae
Cecropis_hyperythra	real	0.217435433	1	0.43731483	NA	0.5	0.167506176	NA	0.5	0.101576926	NA	5.987191236	0.47997124	0.52002876	0.085020741	mig	Hirundinidae
Cecropis_hyperythra	hypo_br	0.217435433	1	0.486573732	NA	0.5	0	NA	1	0.245312387	NA	NA	0.47997124	0.52002876	0.085020741	mig	Hirundinidae
Cecropis_hyperythra	hypo_wi	0.217435433	1	0.490297388	NA	1	0.305634335	NA	0.5	0.001566448	NA	NA	0.47997124	0.52002876	0.085020741	mig	Hirundinidae
Cecropis_semirufa	real	0.580758261	0.5	0.484828664	NA	0.5	0.156737062	NA	0.5	0.001037891	NA	7.766849906	0.001450177	0.998549823	0.180557323	mig	Hirundinidae
Cecropis_semirufa	hypo_br	0.765827696	0.5	0.71083376	NA	0.5	0.01486306	NA	0.5	0.0356327	NA	NA	0.041159336	0.958840664	0.019465107	mig	Hirundinidae
Cecropis_semirufa	hypo_wi	0.749333259	0.5	0.481901042	NA	0.5	0.047857807	NA	0.5	0.002344896	NA	NA	0.014224265	0.985775735	0.067295645	mig	Hirundinidae
Cecropis_senegalensis	real	0.705401131	0.5	0.376811704	NA	0.5	0.443744812	NA	0.5	0.019759636	NA	7.622032954	0.074807221	0.925192779	0.013121278	res	Hirundinidae
Cecropis_striolata	real	0.407533679	1	0.475131774	NA	0.5	0.030927598	NA	0.5	0.091468731	NA	6.988782413	0.128436735	0.871563265	0.134449725	mig	Hirundinidae
Cecropis_striolata	hypo_br	0.477947647	1	0.483736794	NA	0.5	0	NA	0.5	0.306229348	NA	NA	0.133910928	0.866089072	0.097409839	mig	Hirundinidae
Cecropis_striolata	hypo_wi	0.349792693	1	0.438531793	NA	0.5	0.006327306	NA	0.5	0.001891279	NA	NA	0.149967321	0.850032679	0.199676647	mig	Hirundinidae
Cheramoeca_leucosterna	real	0.572804492	0.5	0.229772091	NA	1	0.572804492	NA	0.5	0.394616501	NA	7.433625219	0.113683022	0.886316978	0.189224715	res	Hirundinidae
Delichon_dasypus	real	0.45600043	0.5	0.374553763	NA	0.5	0.212134749	NA	0.5	0.364626281	NA	6.977411661	0.078972237	0.921027763	0.101056579	mig	Hirundinidae
Delichon_dasypus	hypo_br	0.540715279	0.5	0.306839855	NA	0.5	0.01996636	NA	0.5	0.276163952	NA	NA	0.20058272	0.79941728	0.103065687	mig	Hirundinidae
Delichon_dasypus	hypo_wi	0.186890491	0.5	0.174144871	NA	0.5	0.069816427	NA	0.5	0.001840746	NA	NA	0.652625319	0.347374681	0.483885924	mig	Hirundinidae
Delichon_nipalense	real	0.092323186	1	0.212279562	NA	0.5	0.073344186	NA	0.5	0.013412123	NA	7.326887763	0.127763452	0.872236548	0.80134702	res	Hirundinidae
Delichon_urbicum	real	0.336466547	1	0.511028985	NA	0.5	0.07984974	NA	0.5	5.09E-06	NA	6.768287119	0.282496449	0.717503551	0.036699784	mig	Hirundinidae
Delichon_urbicum	hypo_br	0.407432539	1	0.484581903	NA	0.5	0	NA	0.5	0.1497048	NA	NA	0.01653916	0.98346084	0.030714757	mig	Hirundinidae
Delichon_urbicum	hypo_wi	0.123877747	0.5	0.077247327	NA	0.5	0.004388531	NA	1	0.130826474	NA	NA	0.8866052	0.1133948	0.390512147	mig	Hirundinidae
Haplochelidon_andecola	real	0.255109534	1	0.352074362	NA	1	0.397196496	NA	0.5	0	NA	7.128373047	0.401198961	0.598801039	0.505557197	res	Hirundinidae
Hirundo_aethiopica	real	0.411808993	1	0.438140713	NA	0.5	0.296428469	NA	0.5	0.058548536	NA	7.631848421	0.014593833	0.985406167	0.189994368	res	Hirundinidae
Hirundo_albigularis	real	0.265297634	1	0.325814797	NA	0.5	0.229600647	NA	0.5	0.117986058	NA	7.568361765	0.304303506	0.695696494	0.559161045	mig	Hirundinidae
Hirundo_albigularis	hypo_br	0.233479505	1	0.348618494	NA	1	0.53319117	NA	0.5	0.000183817	NA	NA	0.335927157	0.664072843	0.519526343	mig	Hirundinidae
Hirundo_albigularis	hypo_wi	0.241457459	1	0.316172604	NA	0.5	0.16307433	NA	0.5	0.003473939	NA	NA	0.400201004	0.599798996	0.615405091	mig	Hirundinidae
Hirundo_angolensis	real	0.682178359	0.5	0.58599892	NA	0.5	0	NA	0.5	0.032753341	NA	7.364999128	0.065621895	0.934378105	0.091654945	res	Hirundinidae
Hirundo_atrocaerulea	real	0.323913762	1	0.583830133	NA	0.5	0	NA	0.5	0	NA	6.554726642	0.125119212	0.874880788	0.528240196	mig	Hirundinidae
Hirundo_atrocaerulea	hypo_br	0.472849032	1	0.59047878	NA	0.5	0.243346188	NA	0.5	0	NA	NA	0.080888132	0.919111868	0.476796639	mig	Hirundinidae
Hirundo_atrocaerulea	hypo_wi	0.038333908	1	0.337744795	NA	1	0.081767981	NA	0.5	0	NA	NA	0.923665289	0.076334711	0.945544344	mig	Hirundinidae
Hirundo_dimidiata	real	0.313997645	1	0.695602529	NA	1	0.447130306	NA	0.5	0.02139401	NA	7.293228232	0.251906757	0.748093243	0.227757989	mig	Hirundinidae
Hirundo_dimidiata	hypo_br	0.313488435	1	0.734333595	NA	0.5	0.005623102	NA	1	0.501087595	NA	NA	0.263876779	0.736123221	0.228589666	mig	Hirundinidae
Hirundo_dimidiata	hypo_wi	0.364386035	1	0.678145703	NA	1	0.528248013	NA	1	0.530632911	NA	NA	0.225615211	0.774384789	0.180562468	mig	Hirundinidae
Hirundo_domicola	real	0.178016349	1	0.54676953	NA	0.5	0.030480066	NA	0.5	0	NA	7.298920788	0.354866207	0.645133793	0.759023454	res	Hirundinidae
Hirundo_leucosoma	real	0.472457449	0.5	0.420337222	NA	0.5	0.401674364	NA	0.5	0.157490799	NA	7.774869483	0.258693193	0.741306807	0.137476148	mig	Hirundinidae
Hirundo_leucosoma	hypo_br	0.393243828	0.5	0.373546899	NA	0.5	0.058072731	NA	0.5	0.187423656	NA	NA	0.100300975	0.899699025	0.179472821	mig	Hirundinidae
Hirundo_leucosoma	hypo_wi	0.477987108	0.5	0.44611893	NA	0.5	0.236982022	NA	0.5	0.364949805	NA	NA	0.255905787	0.744094213	0.124006352	mig	Hirundinidae
Hirundo_lucida	real	0.165031056	1	0.326147361	NA	0.5	0.126196397	NA	1	0.215768679	NA	7.88370815	0.202781149	0.797218851	0.30787514	mig	Hirundinidae
Hirundo_lucida	hypo_br	0.181996372	1	0.353985389	NA	0.5	0.117986568	NA	1	0.275495995	NA	NA	0.149724219	0.850275781	0.289295195	mig	Hirundinidae
Hirundo_lucida	hypo_wi	0.191184938	1	0.303722741	NA	0.5	0.188430202	NA	1	0.286540653	NA	NA	0.212769399	0.787230601	0.226791087	mig	Hirundinidae
Hirundo_megaensis	real	0.351943463	1	0.50146801	NA	0.5	0.284525259	NA	0.5	0.005440186	NA	6.182264521	0.454534901	0.545465099	0.645501355	res	Hirundinidae
Hirundo_nigrita	real	0.307932852	1	0.508956643	NA	0.5	0.004182674	NA	0.5	0.032242507	NA	6.83598085	0.242519859	0.757480141	0.016616168	res	Hirundinidae
Hirundo_nigrorufa	real	0.000144917	1	0.706959023	NA	0.5	0	NA	1	0.1108582	NA	7.075496675	0.999746029	0.000253971	0.99985439	mig	Hirundinidae
Hirundo_nigrorufa	hypo_br	0.001529469	1	0.701148393	NA	1	0.684319519	NA	1	0.111303057	NA	NA	0.997221642	0.002778358	0.99833616	mig	Hirundinidae
Hirundo_nigrorufa	hypo_wi	0.000144917	1	0.712638844	NA	1	0.052193075	NA	1	0.515661853	NA	NA	0.999664444	0.000335556	0.99985439	mig	Hirundinidae
Hirundo_rustica	real	0.55629259	0.5	0.552825661	NA	0.5	0.090040311	NA	0.5	0.324648545	NA	6.721649266	0.011740559	0.988259441	0.011565952	mig	Hirundinidae
Hirundo_rustica	hypo_br	0.415088056	1	0.558677081	NA	0.5	0.13502719	NA	0.5	0.222374077	NA	NA	0.00522696	0.99477304	0.036812529	mig	Hirundinidae
Hirundo_rustica	hypo_wi	0.184682041	0.5	0.130095024	NA	0.5	0.092795194	NA	1	0.231795866	NA	NA	0.694602316	0.305397684	0.344351168	mig	Hirundinidae
Hirundo_smithii	real	0.70907156	1	0.73789138	NA	0.5	0.109394361	NA	0.5	0.067780637	NA	7.376087911	0.001025995	0.998974005	0.006292294	mig	Hirundinidae
Hirundo_smithii	hypo_br	0.82761785	0.5	0.743106911	NA	0.5	0.089958095	NA	0.5	0.088303394	NA	NA	0.002174155	0.997825845	0.005298674	mig	Hirundinidae
Hirundo_smithii	hypo_wi	0.752621935	0.5	0.725643279	NA	0.5	0.0010119	NA	0.5	0.013531922	NA	NA	0.003335495	0.996664505	0.003245376	mig	Hirundinidae
Hirundo_tahitica	real	0.703823536	1	0.704136526	NA	0.5	0.486031126	NA	0.5	0	NA	6.446169262	0.01633866	0.98366134	0.023409584	res	Hirundinidae
Neochelidon_tibialis	real	0.643593436	0.5	0.323117112	NA	0.5	0	NA	0.5	0.01558777	NA	7.172251717	0.044106566	0.955893434	0.106166051	res	Hirundinidae
Notiochelidon_cyanoleuca	real	0.670074024	0.5	0.432437856	NA	0.5	0.197044636	NA	0.5	0.376244324	NA	7.77771236	0.063932063	0.936067937	0.007875589	mig	Hirundinidae
Notiochelidon_cyanoleuca	hypo_br	0.760436502	0.5	0.389773344	NA	0.5	0.161067738	NA	0.5	0.477045745	NA	NA	0.031949923	0.968050077	0.029177744	mig	Hirundinidae
Notiochelidon_cyanoleuca	hypo_wi	0.654663168	0.5	0.397748716	NA	0.5	0.607030609	NA	0.5	0.218763708	NA	NA	0.086262786	0.913737214	0.022330476	mig	Hirundinidae
Notiochelidon_flavipes	real	0.418804982	1	0.633497908	NA	0.5	0.005856145	NA	0.5	0.136808606	NA	7.349591725	0.064497485	0.935502515	0.42395476	res	Hirundinidae
Notiochelidon_murina	real	0.471413151	1	0.687666498	NA	0.5	0.298493599	NA	0.5	0.294598093	NA	7.574045285	0.031769001	0.968230999	0.241091059	res	Hirundinidae
Notiochelidon_pileata	real	0.148922032	1	0.226662188	NA	0.5	0	NA	1	0.309675618	NA	8.102570022	0.841591447	0.158408553	0.874531137	res	Hirundinidae
Petrochelidon_fluvicola	real	0.14193289	1	0.356349202	NA	1	0.158314686	NA	0.5	0.075505032	NA	7.641130546	0.565727769	0.434272231	0.186926872	mig	Hirundinidae
Petrochelidon_fluvicola	hypo_br	0.215060698	1	0.3819382	NA	0.5	0.176855346	NA	0.5	0.02600867	NA	NA	0.472679831	0.527320169	0.163158294	mig	Hirundinidae
Petrochelidon_fluvicola	hypo_wi	0.140290282	1	0.352985607	NA	1	0.173368764	NA	1	0.244582265	NA	NA	0.543800537	0.456199463	0.192816201	mig	Hirundinidae
Petrochelidon_fuliginosa	real	0.436247333	1	0.701021477	NA	0.5	1.11E-16	NA	0.5	1.11E-16	NA	7.04520382	0.401619508	0.598380492	0.091068911	res	Hirundinidae
Petrochelidon_fulva	real	0.164587555	1	0.242977099	NA	1	0.19999517	NA	0.5	0.156721925	NA	7.328859485	0.454237577	0.545762423	0.592478582	mig	Hirundinidae
Petrochelidon_fulva	hypo_br	0.239335881	1	0.306895673	NA	0.5	0.236607216	NA	0.5	0.155429037	NA	NA	0.723257073	0.276742927	0.581632819	mig	Hirundinidae
Petrochelidon_fulva	hypo_wi	0.226155652	1	0.254629661	NA	0.5	0	NA	0.5	0.177843842	NA	NA	0.497769284	0.502230716	0.511131219	mig	Hirundinidae
Petrochelidon_preussi	real	0.437695013	1	0.569755876	NA	0.5	0.076539653	NA	1	0.543427603	NA	7.966708547	0.130986693	0.869013307	0.077696848	mig	Hirundinidae
Petrochelidon_preussi	hypo_br	0.428632814	1	0.580931141	NA	0.5	0.114195926	NA	0.5	0.038056914	NA	NA	0.135282182	0.864717818	0.07731622	mig	Hirundinidae
Petrochelidon_preussi	hypo_wi	0.440439462	1	0.567962042	NA	1	0.488113114	NA	0.5	0.16993862	NA	NA	0.132868396	0.867131604	0.081525347	mig	Hirundinidae
Petrochelidon_pyrrhonota	real	0.405301047	0.5	0.13796846	NA	0.5	0.264961996	NA	0.5	0.353504868	NA	7.719487009	0.33536567	0.66463433	0.126388987	mig	Hirundinidae
Petrochelidon_pyrrhonota	hypo_br	0.637535305	0.5	0.315911475	NA	0.5	0.066547276	NA	0.5	0.14089183	NA	NA	0.090776185	0.909223815	0.047854834	mig	Hirundinidae
Petrochelidon_pyrrhonota	hypo_wi	0.2422274	0.5	0.079076017	NA	0.5	0.135465094	NA	0.5	0.227027101	NA	NA	0.663663812	0.336336188	0.316965157	mig	Hirundinidae
Petrochelidon_rufigula	real	0.069216186	1	0.637713486	NA	1	0.142369497	NA	1	0.111615698	NA	7.121062745	0.454337418	0.545662582	0.905070869	mig	Hirundinidae
Petrochelidon_rufigula	hypo_br	0.081235025	1	0.605339116	NA	1	0.120694165	NA	0.5	0.038066887	NA	NA	0.395150705	0.604849295	0.877444123	mig	Hirundinidae
Petrochelidon_rufigula	hypo_wi	0.064878279	1	0.643274884	NA	0.5	0.000757236	NA	0.5	0.048952309	NA	NA	0.510762456	0.489237544	0.905628303	mig	Hirundinidae
Petrochelidon_rufocollaris	real	0.51354531	1	0.737850945	NA	0.5	0.357611362	NA	0.5	0	NA	6.553170332	0	1	0.361245786	res	Hirundinidae
Petrochelidon_spilodera	real	0.111099024	1	0.412816489	NA	1	0.229954326	NA	0.5	0.001128212	NA	7.248930151	0.20442486	0.79557514	0.792927414	mig	Hirundinidae
Petrochelidon_spilodera	hypo_br	0.173806886	1	0.449284113	NA	0.5	0.025435596	NA	0.5	0	NA	NA	0.713770955	0.286229045	0.076330257	mig	Hirundinidae
Petrochelidon_spilodera	hypo_wi	0.035368224	1	0.270373228	NA	1	0.071638568	NA	0.5	0	NA	NA	0.812231475	0.187768525	0.956706741	mig	Hirundinidae
Phedina_borbonica	real	0.17930008	1	0.685024466	NA	0.5	0	NA	0.5	0.159313335	NA	7.267494722	0.710296642	0.289703358	0.131373799	mig	Hirundinidae
Phedina_borbonica	hypo_br	0.208710947	1	0.804580266	NA	1	0.301337313	NA	0.5	0	NA	NA	0.641732363	0.358267637	0.217197348	mig	Hirundinidae
Phedina_borbonica	hypo_wi	0.367881349	1	0.513837322	NA	0.5	0.338543134	NA	1	0.379389272	NA	NA	0.684311027	0.315688973	0.495341224	mig	Hirundinidae
Phedina_brazzae	real	0.026014121	1	0.731911058	NA	0.5	0.018086147	NA	0.5	0	NA	6.446149461	0.690046299	0.309953701	0.96649593	res	Hirundinidae
Progne_chalybea	real	0.685289616	0.5	0.615897617	NA	0.5	0.016240602	NA	0.5	0.0116769	NA	7.081264841	0.014995925	0.985004075	0.039812739	mig	Hirundinidae
Progne_chalybea	hypo_br	0.676087039	0.5	0.624784172	NA	0.5	1.40E-06	NA	0.5	0.172045744	NA	NA	0.008428591	0.991571409	0.046570645	mig	Hirundinidae
Progne_chalybea	hypo_wi	0.698613766	0.5	0.610471266	NA	0.5	0	NA	0.5	0.003850323	NA	NA	0.009581622	0.990418378	0.033546679	mig	Hirundinidae
Progne_elegans	real	0.027350491	1	0.266195565	NA	0.5	0.006391576	NA	1	0.075367783	NA	7.874645823	0.691713922	0.308286078	0.891687817	mig	Hirundinidae
Progne_elegans	hypo_br	0.365678153	1	0.630217042	NA	0.5	0.144390108	NA	0.5	0.188077772	NA	NA	0.321775859	0.678224141	0.110393621	mig	Hirundinidae
Progne_elegans	hypo_wi	0.036966944	1	0.120630186	NA	1	0.074104563	NA	1	0.082490565	NA	NA	0.90306287	0.09693713	0.922899197	mig	Hirundinidae
Progne_subis	real	0.385458703	0.5	0.154045928	NA	0.5	0.098504294	NA	0.5	0.205735083	NA	7.333810918	0.521789162	0.478210838	0.338211278	mig	Hirundinidae
Progne_subis	hypo_br	0.680382772	0.5	0.362912129	NA	0.5	0.305998228	NA	0.5	0.249826378	NA	NA	0.053930658	0.946069342	0.084892988	mig	Hirundinidae
Progne_subis	hypo_wi	0.319744735	0.5	0.176195012	NA	0.5	0.128750051	NA	0.5	0.040722784	NA	NA	0.383980019	0.616019981	0.234838203	mig	Hirundinidae
Progne_tapera	real	0.586800028	0.5	0.302747312	NA	0.5	0.211660314	NA	0.5	0.521409043	NA	7.767914929	0.175063022	0.824936978	0.02848106	mig	Hirundinidae
Progne_tapera	hypo_br	0.620253606	0.5	0.317237858	NA	0.5	0.576172285	NA	0.5	0.313709414	NA	NA	0.14444484	0.85555516	0.025642808	mig	Hirundinidae
Progne_tapera	hypo_wi	0.525929094	0.5	0.299610725	NA	0.5	0.276316723	NA	0.5	0.286346145	NA	NA	0.173910291	0.826089709	0.096216412	mig	Hirundinidae
Psalidoprocne_fuliginosa	real	0	1	0.151816694	NA	1	0	NA	1	0.151882013	NA	6.907484156	1	0	1	res	Hirundinidae
Psalidoprocne_nitens	real	0.904021881	0.5	0.736467529	NA	0.5	0.0491747	NA	0.5	0.054017857	NA	7.005734869	0.002573628	0.997426372	0.006421186	mig	Hirundinidae
Psalidoprocne_nitens	hypo_br	0.899121566	0.5	0.784674995	NA	0.5	0.000400258	NA	0.5	0.014973614	NA	NA	0.001516692	0.998483308	0.004476055	mig	Hirundinidae
Psalidoprocne_nitens	hypo_wi	0.899030366	0.5	0.614164879	NA	0.5	0.000232021	NA	0.5	0.2571346	NA	NA	0.001385157	0.998614843	0.004769198	mig	Hirundinidae
Psalidoprocne_obscura	real	0.017713611	1	0.210671486	NA	0.5	0.009184804	NA	1	0.170829187	NA	7.868523343	0.796304011	0.203695989	0.832143232	mig	Hirundinidae
Psalidoprocne_obscura	hypo_br	0.018984035	1	0.172678879	NA	1	0.122930895	NA	1	0.295537712	NA	NA	0.804052253	0.195947747	0.838714782	mig	Hirundinidae
Psalidoprocne_obscura	hypo_wi	0.017231729	1	0.173856096	NA	1	0.116800466	NA	0.5	4.09E-05	NA	NA	0.803722974	0.196277026	0.836187817	mig	Hirundinidae
Psalidoprocne_pristoptera	real	0.713760568	0.5	0.544247404	NA	0.5	0.092038442	NA	0.5	0.331329058	NA	7.27529632	0.023716984	0.976283016	0.033973871	mig	Hirundinidae
Psalidoprocne_pristoptera	hypo_br	0.710546079	0.5	0.5491955	NA	0.5	0.33482353	NA	0.5	0.066991923	NA	NA	0.01614324	0.98385676	0.033185009	mig	Hirundinidae
Psalidoprocne_pristoptera	hypo_wi	0.712521623	0.5	0.542954591	NA	0.5	0.407274254	NA	0.5	0.049541266	NA	NA	0.025798124	0.974201876	0.032093749	mig	Hirundinidae
Pseudhirundo_griseopyga	real	0.37555363	1	0.496255549	NA	1	0.386639644	NA	0.5	0.124281797	NA	7.481309667	0.047789803	0.952210197	0.183572916	mig	Hirundinidae
Pseudhirundo_griseopyga	hypo_br	0.366726849	1	0.448213038	NA	0.5	0.026181978	NA	0.5	0.35448571	NA	NA	0.046460256	0.953539744	0.184645872	mig	Hirundinidae
Pseudhirundo_griseopyga	hypo_wi	0.361809182	1	0.495015208	NA	0.5	0.245218127	NA	0.5	0.335753971	NA	NA	0.035727737	0.964272263	0.189764177	mig	Hirundinidae
Pseudochelidon_eurystomina	real	0.065805701	1	0.389552393	NA	1	0.087918369	NA	1	0.28790409	NA	6.919791136	0.723657323	0.276342677	0.41235908	mig	Hirundinidae
Pseudochelidon_eurystomina	hypo_br	0.164724985	1	0.529493356	NA	0.5	0.054159195	NA	0.5	0.059627665	NA	NA	0.518180102	0.481819898	0.124239101	mig	Hirundinidae
Pseudochelidon_eurystomina	hypo_wi	0.32680802	1	0.702135839	NA	1	0.401019841	NA	0.5	0.005108629	NA	NA	0.187307439	0.812692561	0.521774036	mig	Hirundinidae
Ptyonoprogne_concolor	real	0.754297605	0.5	0.641545499	NA	0.5	0.079693895	NA	0.5	0.362392139	NA	7.698632363	0.010311696	0.989688304	0.011830735	res	Hirundinidae
Ptyonoprogne_obsoleta	real	0.333447549	1	0.692341513	NA	0.5	0.028024647	NA	0.5	0.180834134	NA	6.795405397	0.156492473	0.843507527	0.028233431	mig	Hirundinidae
Ptyonoprogne_obsoleta	hypo_br	0.448266475	1	0.560459867	NA	0.5	0.006979709	NA	0.5	0.080703752	NA	NA	0.039992565	0.960007435	0.066104081	mig	Hirundinidae
Ptyonoprogne_obsoleta	hypo_wi	0.334780975	1	0.757123117	NA	0.5	0	NA	0.5	0.025467612	NA	NA	0.110332571	0.889667429	0.180740051	mig	Hirundinidae
Ptyonoprogne_rupestris	real	0.188127266	1	0.346200373	NA	0.5	0.138244361	NA	1	0.240302109	NA	6.974758079	0.410540965	0.589459035	0.13616053	mig	Hirundinidae
Ptyonoprogne_rupestris	hypo_br	0.057459485	1	0.245612254	NA	0.5	0	NA	0.5	0.006393931	NA	NA	0.369295987	0.630704013	0.348446849	mig	Hirundinidae
Ptyonoprogne_rupestris	hypo_wi	0.081065132	1	0.148291781	NA	0.5	0.021556473	NA	1	0.195893306	NA	NA	0.725610016	0.274389984	0.715964022	mig	Hirundinidae
Riparia_congica	real	0.24906327	1	0.659386243	NA	0.5	0	NA	0.5	0	NA	5.68976278	0.477188125	0.522811875	0.024836288	res	Hirundinidae
Riparia_diluta	real	0.431840521	0.5	0.304051149	NA	0.5	0.096933101	NA	0.5	0.000507698	NA	7.285950233	0.132930129	0.867069871	0.49120374	mig	Hirundinidae
Riparia_diluta	hypo_br	0.500477213	0.5	0.306858463	NA	0.5	0.044459244	NA	0.5	0.038968947	NA	NA	0.133160743	0.866839257	0.112809942	mig	Hirundinidae
Riparia_diluta	hypo_wi	0.574432194	0.5	0.326655571	NA	0.5	0.107344809	NA	0.5	0.165603113	NA	NA	0.035484222	0.964515778	0.167748532	mig	Hirundinidae
Riparia_riparia	real	0.463242492	1	0.483989028	NA	0.5	0.377085418	NA	0.5	0.097996285	NA	6.919903986	0.056335406	0.943664594	0.007451382	mig	Hirundinidae
Riparia_riparia	hypo_br	0.50112715	0.5	0.384339327	NA	0.5	0.007366814	NA	0.5	0.094600397	NA	NA	0.037953757	0.962046243	0.031963602	mig	Hirundinidae
Riparia_riparia	hypo_wi	0.151274616	0.5	0.067220038	NA	1	0.295905389	NA	1	0.262434286	NA	NA	0.77567276	0.22432724	0.402593109	mig	Hirundinidae
Stelgidopteryx_ruficollis	real	0.739042129	0.5	0.434742417	NA	0.5	0.294907816	NA	0.5	0.149495436	NA	7.379440846	0.032335923	0.967664077	0.031258479	mig	Hirundinidae
Stelgidopteryx_ruficollis	hypo_br	0.75137238	0.5	0.452798898	NA	0.5	0.153380664	NA	0.5	0.261866779	NA	NA	0.033757208	0.966242792	0.023714156	mig	Hirundinidae
Stelgidopteryx_ruficollis	hypo_wi	0.718736523	0.5	0.390557264	NA	0.5	0.306968446	NA	0.5	0.332271959	NA	NA	0.034715268	0.965284732	0.041692452	mig	Hirundinidae
Stelgidopteryx_serripennis	real	0.275900252	1	0.389593825	NA	0.5	0.030022158	NA	0.5	0.004234683	NA	7.520842244	0.229283283	0.770716717	0.060435655	mig	Hirundinidae
Stelgidopteryx_serripennis	hypo_br	0.456833379	0.5	0.392949451	NA	0.5	0.002400008	NA	0.5	0.033622602	NA	NA	0.166996421	0.833003579	0.028646769	mig	Hirundinidae
Stelgidopteryx_serripennis	hypo_wi	0.630078227	0.5	0.405349602	NA	0.5	0.154709811	NA	0.5	0.120996086	NA	NA	0.071584222	0.928415778	0.012504219	mig	Hirundinidae
Tachycineta_albilinea	real	0.345332109	1	0.398429722	NA	0.5	0	NA	0.5	0.030825227	NA	7.241704351	0.349749169	0.650250831	0.134616556	res	Hirundinidae
Tachycineta_albiventer	real	0.609531031	0.5	0.341546779	NA	0.5	0.033468535	NA	0.5	0.159461078	NA	7.397059077	0.078218488	0.921781512	0.072106832	mig	Hirundinidae
Tachycineta_albiventer	hypo_br	0.620138406	0.5	0.335145731	NA	1	0.620138406	NA	0.5	0.153436657	NA	NA	0.073756924	0.926243076	0.074336197	mig	Hirundinidae
Tachycineta_albiventer	hypo_wi	0.637822807	0.5	0.333736682	NA	0.5	0.000758511	NA	0.5	0.412754983	NA	NA	0.052181698	0.947818302	0.066852625	mig	Hirundinidae
Tachycineta_bicolor	real	0.455788607	0.5	0.258762148	NA	0.5	0.001404903	NA	0.5	0.182345456	NA	7.062108196	0.109867098	0.890132902	0.121211177	mig	Hirundinidae
Tachycineta_bicolor	hypo_br	0.247844626	0.5	0.213936182	NA	0.5	0	NA	0.5	0.013055006	NA	NA	0.314888727	0.685111273	0.526028009	mig	Hirundinidae
Tachycineta_bicolor	hypo_wi	0.092627006	0.5	0.074301795	NA	0.5	0.012205366	NA	1	0.228690859	NA	NA	0.835043564	0.164956436	0.754076747	mig	Hirundinidae
