Species	Comparison	D.obs	eq.P	eq.mean.sim	eq.se.sim	si12.P	si12.mean.sim	si12.se.sim	si21.P	si21.mean.sim	si21.se.sim	an_breadth	Br_breadth	Wi_breadth	Niche_expansion	Niche_stability	Niche_unfilling	migration	clade
Alopochelidon_fucata	real	0.543575884105725	0.5	0.512097924081085	NA	0.5	0.0357278888224687	NA	0.5	0.0693878530780728	NA	14.1303217523145	7.16280218624088	6.96751956607357	0.0386643948724673	0.961335605127533	0.112593322119644	mig	Hirundinidae
Alopochelidon_fucata	hypo_br	0.468788607957985	1	0.486437606750451	NA	0.5	0.0777245272534858	NA	0.5	0.0831025307340727	NA	NA	NA	NA	0.049775881525521	0.950224118474479	0.151364214763839	mig	Hirundinidae
Alopochelidon_fucata	hypo_wi	0.446105238316593	1	0.509832369281472	NA	0.5	0.180514552327255	NA	0.5	0.074325906398238	NA	NA	NA	NA	0.0513477949931161	0.948652205006884	0.200563425260176	mig	Hirundinidae
Atticora_fasciata	real	0.591285774554453	0.5	0.31474646126169	NA	0.5	0.268625645998943	NA	0.5	0.106695149141615	NA	13.8718489188357	6.97683846940416	6.89501044943152	0.0188987899342083	0.981101210065792	0.201922717048034	res	Hirundinidae
Atticora_melanoleuca	real	0.456997297162789	0.5	0.330366258461921	NA	0.5	0.071227038109522	NA	0.5	0.0470562818899722	NA	14.2715091259276	7.20458587315633	7.0669232527713	0.0770703691078208	0.922929630892179	0.31359567688807	res	Hirundinidae
Cecropis_abyssinica	real	0.795987986437856	0.5	0.604274598765334	NA	0.5	0.270786426136173	NA	0.5	0.197554530419139	NA	15.5681015604077	7.86312246512578	7.70497909528196	0.00498704899952784	0.995012951000472	0.0470379753788462	mig	Hirundinidae
Cecropis_abyssinica	hypo_br	0.817604394097795	0.5	0.631573606248767	NA	0.5	0.56562670346373	NA	0.5	0.673157859178792	NA	NA	NA	NA	0.0037485134276039	0.996251486572396	0.0410086867438241	mig	Hirundinidae
Cecropis_abyssinica	hypo_wi	0.811698436657402	0.5	0.610687078015886	NA	0.5	0.372737920807691	NA	0.5	0.114798300421861	NA	NA	NA	NA	0.00395870940252536	0.996041290597475	0.0422785905079358	mig	Hirundinidae
Cecropis_badia	real	0.314821472803135	1	0.616412907746035	NA	0.5	0.0846587752054097	NA	0.5	0.125998215664681	NA	10.7302103345001	4.77687660634103	5.95333372815907	0.606755958320661	0.393244041679339	0.0105401249170645	res	Hirundinidae
Cecropis_cucullata	real	0.41717930319815	1	0.480538268117655	NA	1	0.426487658007223	NA	0.5	0.0608649357849934	NA	14.1748901385462	7.27972438999449	6.8951657485517	0.115724179018448	0.884275820981552	0.366838911084078	mig	Hirundinidae
Cecropis_cucullata	hypo_br	0.286840092088079	1	0.465771219800926	NA	0.5	0.135453520955377	NA	1	0.644026980796475	NA	NA	NA	NA	0.230652901221843	0.769347098778157	0.247463234598273	mig	Hirundinidae
Cecropis_cucullata	hypo_wi	0.232691923693652	1	0.24233870026692	NA	0.5	0.0996098570925409	NA	0.5	0.0464425787813626	NA	NA	NA	NA	0.49517647859981	0.504823521400189	0.61770711332687	mig	Hirundinidae
Cecropis_domicella	real	0.566211440898959	0.5	0.334835381354859	NA	0.5	0.0907551046593723	NA	1	0.621236515738651	NA	15.0127907667938	7.45303844245352	7.55975232434029	0.272619190779319	0.727380809220681	0.0780209624697415	mig	Hirundinidae
Cecropis_domicella	hypo_br	0.529709052370565	0.5	0.31701735520648	NA	0.5	0.102713347540888	NA	0.5	0.0992657100129407	NA	NA	NA	NA	0.12721631749677	0.87278368250323	0.125562386649456	mig	Hirundinidae
Cecropis_domicella	hypo_wi	0.508791758944794	0.5	0.351099553288795	NA	0.5	0.455061695130912	NA	0.5	0.243354476028694	NA	NA	NA	NA	0.267628213155327	0.732371786844673	0.384500438319931	mig	Hirundinidae
Cecropis_hyperythra	real	0.217435433092203	1	0.416477041843274	NA	0.5	0	NA	1	0.413950893090168	NA	11.1641200514423	5.22450174836349	5.93961830307883	0.479971240429567	0.520028759570433	0.0850207405837925	mig	Hirundinidae
Cecropis_hyperythra	hypo_br	0.217435433092203	1	0.422737157157811	NA	0.5	0.129520900795586	NA	0.5	0.102394975059224	NA	NA	NA	NA	0.479971240429567	0.520028759570433	0.0850207405837925	mig	Hirundinidae
Cecropis_hyperythra	hypo_wi	0.217435433092203	1	0.486650372453666	NA	0.5	0.00566339700682528	NA	0.5	0.0504893644054923	NA	NA	NA	NA	0.479971240429567	0.520028759570433	0.0850207405837925	mig	Hirundinidae
Cecropis_semirufa	real	0.580758260638427	0.5	0.465192550158712	NA	0.5	0.05077220595245	NA	0.5	0.00492893278828377	NA	15.116879362482	7.80046154774719	7.31641781473477	0.00145017686344733	0.998549823136553	0.18055732347953	mig	Hirundinidae
Cecropis_semirufa	hypo_br	0.765827695786163	0.5	0.650742375603102	NA	0.5	0.0049336507165223	NA	0.5	0.00307484914475864	NA	NA	NA	NA	0.041159335679398	0.958840664320602	0.0194651069642232	mig	Hirundinidae
Cecropis_semirufa	hypo_wi	0.749333259393089	0.5	0.459858915180329	NA	0.5	0.120524781610962	NA	0.5	0.1017812439449	NA	NA	NA	NA	0.0142242645394382	0.985775735460562	0.06729564545533	mig	Hirundinidae
Cecropis_senegalensis	real	0.705401131442207	0.5	0.370444565761472	NA	0.5	0.241506793762867	NA	0.5	0.155128303526326	NA	15.0238260867341	7.53198968454609	7.491836402188	0.0748072206286469	0.925192779371353	0.0131212779297845	res	Hirundinidae
Cecropis_striolata	real	0.407533678764372	1	0.424011668846094	NA	0.5	0.0115147675443031	NA	0.5	0.230345569658786	NA	13.5756311648518	6.93803213299538	6.63759903185643	0.128436735352079	0.871563264647921	0.134449724725579	mig	Hirundinidae
Cecropis_striolata	hypo_br	0.477947646679031	1	0.509421019211112	NA	0.5	0.000110660828643638	NA	0.5	0.476515989087398	NA	NA	NA	NA	0.133910928296613	0.866089071703387	0.0974098387800773	mig	Hirundinidae
Cecropis_striolata	hypo_wi	0.349792692785105	1	0.425503991738133	NA	0.5	0.0263103558136645	NA	0.5	0.143343523399821	NA	NA	NA	NA	0.149967320994086	0.850032679005914	0.199676646671407	mig	Hirundinidae
Cheramoeca_leucosterna	real	0.572804492468845	0.5	0.225012184986742	NA	0.5	0.0252712383729004	NA	1	0.606554195476018	NA	14.4140904061925	7.0551353036888	7.35895510250371	0.113683022112988	0.886316977887012	0.189224714986997	res	Hirundinidae
Delichon_dasypus	real	0.45600043041063	0.5	0.393565206878036	NA	0.5	0.18108846514798	NA	0.5	0.383871924954709	NA	13.6841728038947	6.89334448805025	6.79082831584443	0.0789722373250737	0.921027762674926	0.101056579327712	mig	Hirundinidae
Delichon_dasypus	hypo_br	0.540715279089117	0.5	0.303251389759044	NA	0.5	0	NA	0.5	0.0651998763949203	NA	NA	NA	NA	0.200582720244783	0.799417279755217	0.103065687085862	mig	Hirundinidae
Delichon_dasypus	hypo_wi	0.186890490882925	0.5	0.182678508343286	NA	1	0.393369649038584	NA	0.5	0.0825914813884545	NA	NA	NA	NA	0.652625318612406	0.347374681387594	0.483885923963099	mig	Hirundinidae
Delichon_nipalense	real	0.0923231862650644	1	0.227774950123573	NA	0.5	0.021226333248072	NA	0.5	0.0264064202362001	NA	13.4140459419538	7.4631988519178	5.95084709003602	0.127763452254219	0.872236547745781	0.801347019918736	res	Hirundinidae
